source,family,group,model,experiment,env,seal_clock,price_order,number_agents,increment,seed_base,temperature,n_runs,n_bids,n_rows_dropped_nan_bid,mean_dev,sd_dev,se_dev,median_dev,mad,smad_pct,boot_ci_mean_lo,boot_ci_mean_hi,boot_ci_smad_lo,boot_ci_smad_hi,share_under,share_over,share_within_2pct,rne_benchmark,mean_dev_rne,mad_rne,smad_rne_pct,mean_dev_rne_capped,is_baseline,baseline_experiment,baseline_n,baseline_mean_dev,diff_mean_dev,welch_t,welch_p,mw_p,cohens_d,source_path,notes
es_v12_raw,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,intervention_proxy_breitmoser,private,seal,second,3,0.1,1299,0.5,1,144,0,-2.8,5.35099,0.445916,0.15,3.37083,13.7585,-3.65988,-1.95542,10.4588,17.0758,0.423611,0.354167,0.222222,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,3.72997,7.39579,2.7398e-12,1.87359e-21,0.824941,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemma/intervention_proxy_breitmoser,
es_v12_raw,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,intervention_wrong_strat_reveal,private,seal,second,3,0.1,1299,0.5,1,150,0,-13.1033,5.87947,0.480056,-13.25,13.1033,53.483,-14.0567,-12.1198,49.4687,57.3745,0.993333,0,0.00666667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,-6.57337,-12.2922,7.43893e-27,1.49294e-27,-1.38451,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemma/intervention_wrong_strat_reveal,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,loss_aversion_WTA_WTP,private,seal,second,3,0.1,1299,0.5,1,138,0,-5.59928,3.63217,0.30919,-4.9,5.69058,23.2269,-6.2008,-5.00067,20.8486,25.5844,0.942029,0.0507246,0.00724638,,,,,,False,loss_aversion_baseline,129,-7.17519,1.57592,3.27974,0.00118427,0.000390312,0.403555,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,loss_aversion_baseline,private,seal,second,3,0.1,1299,0.5,1,129,0,-7.17519,4.17749,0.367807,-7,7.2031,29.4004,-7.88062,-6.48126,26.5873,32.2392,0.937984,0.0310078,0.0310078,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,-0.645227,-1.47716,0.140958,0.287089,-0.15752,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,loss_aversion_endowment,private,seal,second,3,0.1,1299,0.5,1,150,0,-7.718,5.79238,0.472946,-6.2,8.13133,33.1891,-8.61735,-6.74465,29.8311,36.4995,0.893333,0.0466667,0.06,,,,,,False,loss_aversion_baseline,129,-7.17519,-0.542806,-0.905986,0.365753,0.454591,-0.106225,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,loss_aversion_gain_frame,private,seal,second,3,0.1,1299,0.5,1,138,0,-5.99855,3.94998,0.336245,-5.9,6.13478,25.0399,-6.65585,-5.32971,22.4306,27.637,0.898551,0.0434783,0.057971,,,,,,False,loss_aversion_baseline,129,-7.17519,1.17664,2.36113,0.0189549,0.0377854,0.289709,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,loss_aversion_loss_frame,private,seal,second,3,0.1,1299,0.5,1,138,0,-8.42319,4.61344,0.392722,-8,8.42899,34.404,-9.25293,-7.66082,31.3042,37.7729,0.942029,0.00724638,0.0507246,,,,,,False,loss_aversion_baseline,129,-7.17519,-1.24799,-2.31942,0.0211337,0.0162267,-0.283104,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,loss_aversion_mixed_frame,private,seal,second,3,0.1,1299,0.5,1,150,0,-6.85667,5.10565,0.416875,-6,7.09667,28.966,-7.6861,-6.01312,25.9891,32.0518,0.906667,0.0266667,0.0666667,,,,,,False,loss_aversion_baseline,129,-7.17519,0.318527,0.572954,0.567141,0.41861,0.0677776,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_raw,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,private_second_price,private,seal,second,3,0.1,1299,0.5,1,144,0,-5.59167,4.70196,0.39183,-5,6.09028,24.8583,-6.31602,-4.77682,22.1513,27.6193,0.875,0.0763889,0.0486111,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,0.9383,2.05221,0.0411934,0.0570232,0.219228,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gemma/private_second_price,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,risk_averse,private,seal,second,3,0.1,1299,0.5,1,144,0,-7.85903,3.83797,0.319831,-8.95,7.86736,32.1117,-8.52372,-7.26503,29.6965,34.8218,0.986111,0.0138889,0,,,,,,False,risk_neutrality,138,-4.76159,-3.09743,-6.09997,3.72289e-09,8.24655e-10,-0.729553,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,risk_neutrality,private,seal,second,3,0.1,1299,0.5,1,138,0,-4.76159,4.6331,0.394395,-4.4,5.05,20.6122,-5.48989,-4.01228,17.7816,23.5881,0.84058,0.0434783,0.115942,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,1.76837,3.84919,0.000152288,2.87931e-05,0.416086,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,risk_seeking,private,seal,second,3,0.1,1299,0.5,1,150,0,0.185333,1.77005,0.144524,0.5,1.43733,5.86667,-0.10935,0.463383,5.18912,6.54163,0.386667,0.473333,0.14,,,,,,False,risk_neutrality,138,-4.76159,4.94693,11.7772,6.68512e-24,7.63266e-28,1.43316,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,google/gemma-3-27b-it,google/gemma-3-27b-it,spsb,private,seal,second,3,0.1,1399,0.5,1,150,0,-5.27467,4.91112,0.400991,-4.9,5.74533,23.4503,-6.0467,-4.53327,20.6856,26.3052,0.8,0.0733333,0.126667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],297,-6.52997,1.2553,2.69905,0.00741968,0.0109163,0.287661,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,POOLED_axis_baseline,private,seal,second,,,,,,300,0,-2.942,3.20726,0.185171,-2,2.95333,12.0544,-3.29738,-2.59556,10.6286,13.49,,,,,,,,,True,,,,,,,,,,"pooled axis1+axis3 baselines (derived cell; axis2_forward_baseline excluded as a treated clock-exit description, see results/merged_ranking/_axis2_baseline_provenance.md)"
es_v12_csv,es_v12,gpt-4o,gpt-4o,POOLED_axis_baseline_legacy,private,seal,second,,,,,,450,0,-2.78067,2.80189,0.132082,-2,2.78822,11.3805,-3.04979,-2.51996,10.3137,12.4655,,,,,,,,,True,,,,,,,,,,LEGACY pooled axis1+axis2+axis3 baselines (contains the treated axis2 clock-exit cell; comparison only)
es_v12_csv,es_v12,gpt-4o,gpt-4o,ascending_clock_closed,private,clock,second,3,0.5,1299,0.5,1,120,0,-0.445833,0.685369,0.0625653,-0.5,0.454167,1.85374,-0.575,-0.333333,1.39456,2.38095,0.3,0.00833333,0.691667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,2.49617,12.771,4.69366e-31,2.15453e-22,0.91197,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_raw,es_v12,gpt-4o,gpt-4o,ascending_clock_ipv_closed,private,clock,second,3,0.5,1299,0.5,2,150,0,-0.286667,0.651139,0.0531653,0,0.36,1.46939,-0.396667,-0.176667,1.11531,1.90476,0.26,0.02,0.72,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,2.65533,13.783,9.56614e-35,8.68552e-32,1.00317,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt4o/ascending_clock_ipv_closed/run_2026-07-08_12-13-43-419272/results/ascending_clock_ipv_closed_results.csv;Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt4o/ascending_clock_ipv_closed/run_2026-07-09_10-29-31-592917/results/ascending_clock_ipv_closed_results.csv,
es_v12_raw,es_v12,gpt-4o,gpt-4o,axis1_contingent_backward_induct,private,seal,second,3,0.1,1299,0.5,1,150,0,-1.49267,2.81842,0.230123,-1,2.02733,8.27483,-1.93935,-1.03198,6.6966,9.85048,0.646667,0.0266667,0.326667,,,,,,False,axis1_contingent_baseline,150,-2.63867,1.146,3.26176,0.00123843,0.0695272,0.376636,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt4o/axis1_contingent_backward_induct,
es_v12_csv,es_v12,gpt-4o,gpt-4o,axis1_contingent_baseline,private,seal,second,3,0.1,1299,0.5,1,150,0,-2.63867,3.25159,0.265491,-2,2.648,10.8082,-3.16605,-2.15465,8.8434,12.9527,0.646667,0.00666667,0.346667,,,,,,True,,,,,,,,,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,axis1_contingent_dominated,private,seal,second,3,0.1,1299,0.5,1,150,0,-2.944,4.85684,0.39656,-0.1,2.96,12.0816,-3.7307,-2.21463,9.09095,15.2905,0.413333,0.0133333,0.573333,,,,,,False,axis1_contingent_baseline,150,-2.63867,-0.305333,-0.639808,0.52286,0.00438283,-0.0738787,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,axis1_contingent_enumerate,private,seal,second,3,0.1,1299,0.5,1,150,0,-4.08267,4.25115,0.347105,-4,4.16,16.9796,-4.80405,-3.40922,14.2663,19.8535,0.733333,0.0333333,0.233333,,,,,,False,axis1_contingent_baseline,150,-2.63867,-1.444,-3.30436,0.00107639,0.00414781,-0.381554,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_raw,es_v12,gpt-4o,gpt-4o,axis1_contingent_onestep,private,seal,second,3,0.1,1299,0.5,1,126,0,-1.04524,1.98041,0.176429,-0.1,1.09444,4.46712,-1.3953,-0.720615,3.181,5.89966,0.34127,0.00793651,0.650794,,,,,,False,axis1_contingent_baseline,150,-2.63867,1.59343,4.99871,1.08316e-06,1.31715e-07,0.580342,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt4o/axis1_contingent_onestep,
es_v12_raw,es_v12,gpt-4o,gpt-4o,axis1_contingent_tree,private,seal,second,3,0.1,1299,0.5,1,150,0,-1.01133,2.05869,0.168091,-0.1,1.06467,4.34558,-1.35938,-0.703333,3.09109,5.76619,0.36,0.0266667,0.613333,,,,,,False,axis1_contingent_baseline,150,-2.63867,1.62733,5.1788,4.57287e-07,5.33795e-09,0.597996,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt4o/axis1_contingent_tree,
es_v12_csv,es_v12,gpt-4o,gpt-4o,axis1_contingent_worstcase,private,seal,second,3,0.1,1299,0.5,1,150,0,-3.592,5.13775,0.419495,-0.1,3.652,14.9061,-4.44403,-2.80062,11.7358,18.338,0.486667,0.0266667,0.486667,,,,,,False,axis1_contingent_baseline,150,-2.63867,-0.953333,-1.9203,0.0559489,0.361184,-0.221737,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,axis2_forward_backward_induct,private,seal,second,3,0.1,1299,0.5,1,150,0,-2.238,2.06942,0.168968,-2,2.29267,9.35782,-2.5701,-1.89928,7.9998,10.6886,0.706667,0.0333333,0.26,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,0.704,2.80841,0.00521102,0.135721,0.244514,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,axis2_forward_baseline,private,seal,second,3,0.1,1299,0.5,1,150,0,-2.458,1.69049,0.138028,-2,2.458,10.0327,-2.74335,-2.20933,9.01769,11.1973,0.953333,0,0.0466667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,0.484,2.09565,0.0366756,0.524927,0.173125,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,axis2_forward_onestep,private,seal,second,3,0.1,1299,0.5,1,150,0,-1.88267,2.36336,0.192968,-1,1.896,7.73878,-2.29268,-1.52595,6.27469,9.41231,0.646667,0.00666667,0.346667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,1.05933,3.96099,8.88716e-05,0.000774312,0.358674,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,axis2_forward_tree,private,seal,second,3,0.1,1299,0.5,1,150,0,-0.855333,1.90902,0.155871,-0.1,0.856667,3.4966,-1.17338,-0.5813,2.37272,4.79463,0.293333,0,0.706667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,2.08667,8.6211,1.24623e-16,3.76504e-18,0.734204,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,axis3_beliefs_baseline,private,seal,second,3,0.1,1299,0.5,1,150,0,-3.24533,3.14388,0.256697,-2.25,3.25867,13.3007,-3.76733,-2.73733,11.2378,15.3961,0.78,0.00666667,0.213333,,,,,,True,,,,,,,,,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,axis3_beliefs_common_knowledge,private,seal,second,3,0.1,1299,0.5,1,150,0,-1.29533,2.74092,0.223795,-0.1,1.29533,5.28707,-1.70933,-0.864,3.52653,6.97687,0.26,0,0.74,,,,,,False,axis3_beliefs_baseline,150,-3.24533,1.95,5.72595,2.54929e-08,1.99611e-14,0.661176,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,axis3_beliefs_firstorder,private,seal,second,3,0.1,1299,0.5,1,150,0,-3.26533,3.03812,0.248062,-3,3.37467,13.7741,-3.7907,-2.79933,11.9018,15.7692,0.88,0.02,0.1,,,,,,False,axis3_beliefs_baseline,150,-3.24533,-0.02,-0.0560271,0.955358,0.424352,-0.00646945,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,axis3_beliefs_secondorder,private,seal,second,3,0.1,1299,0.5,1,150,0,-4.538,4.53509,0.370289,-4,4.75933,19.4259,-5.27405,-3.88467,16.8108,22.2727,0.853333,0.0266667,0.12,,,,,,False,axis3_beliefs_baseline,150,-3.24533,-1.29267,-2.869,0.00444888,0.0115778,-0.331284,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_raw,es_v12,gpt-4o,gpt-4o,intervention_NE_strat_reveal,private,seal,second,3,0.1,1299,0.5,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,2.942,15.888,1.23584e-41,1.48993e-61,1.12282,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt4o/intervention_NE_strat_reveal,
es_v12_raw,es_v12,gpt-4o,gpt-4o,intervention_menu,private,seal,second,3,0.1,1299,0.5,1,150,0,-4.09733,5.17212,0.422302,-2,4.09867,16.7293,-4.95078,-3.28918,13.4361,20.2073,0.68,0.00666667,0.313333,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,-1.15533,-2.50552,0.012994,0.544033,-0.291002,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt4o/intervention_menu,
es_v12_raw,es_v12,gpt-4o,gpt-4o,intervention_nash_deviation,private,seal,second,3,0.1,1299,0.5,1,150,0,-2.89467,3.63138,0.296501,-2,2.952,12.049,-3.47468,-2.32053,9.74653,14.3784,0.74,0.0133333,0.246667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,0.0473333,0.135403,0.892395,0.626154,0.0141113,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt4o/intervention_nash_deviation,
es_v12_raw,es_v12,gpt-4o,gpt-4o,intervention_proxy_breitmoser,private,seal,second,3,0.1,1299,0.5,1,150,0,-1.54267,2.10794,0.172112,-0.5,1.54267,6.2966,-1.88338,-1.21397,4.95497,7.68728,0.553333,0,0.446667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,1.39933,5.5352,5.51411e-08,1.43953e-06,0.484458,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt4o/intervention_proxy_breitmoser,
es_v12_raw,es_v12,gpt-4o,gpt-4o,intervention_wrong_strat_reveal,private,seal,second,3,0.1,1299,0.5,1,150,0,-13.018,5.80608,0.474065,-13.25,13.018,53.1347,-13.9261,-12.0545,49.2018,56.8414,0.993333,0,0.00666667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,-10.076,-19.7978,1.31673e-48,1.49889e-50,-2.36986,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt4o/intervention_wrong_strat_reveal,
es_v12_csv,es_v12,gpt-4o,gpt-4o,loss_aversion_WTA_WTP,private,seal,second,3,0.1,1299,0.5,1,150,0,-1.774,2.00865,0.164006,-1.1,1.774,7.24082,-2.09603,-1.47397,6.01619,8.55524,0.66,0,0.34,,,,,,False,loss_aversion_baseline,150,-2.63867,0.864667,2.7708,0.0060148,0.143446,0.319945,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,loss_aversion_baseline,private,seal,second,3,0.1,1299,0.5,1,150,0,-2.63867,3.25159,0.265491,-2,2.648,10.8082,-3.16802,-2.16125,8.86252,12.9474,0.646667,0.00666667,0.346667,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,0.303333,0.937115,0.349467,0.184484,0.0941423,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,loss_aversion_endowment,private,seal,second,3,0.1,1299,0.5,1,150,0,-3.552,4.48846,0.366481,-1,3.55867,14.5252,-4.27942,-2.81993,11.5508,17.467,0.646667,0.00666667,0.346667,,,,,,False,loss_aversion_baseline,150,-2.63867,-0.913333,-2.01823,0.0445503,0.444302,-0.233045,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,loss_aversion_gain_frame,private,seal,second,3,0.1,1299,0.5,1,150,0,-3.07933,3.16985,0.258817,-2.5,3.17267,12.9497,-3.59272,-2.59998,11.072,15.0016,0.82,0.00666667,0.173333,,,,,,False,loss_aversion_baseline,150,-2.63867,-0.440667,-1.18851,0.235579,0.0230628,-0.137237,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,loss_aversion_loss_frame,private,seal,second,3,0.1,1299,0.5,1,150,0,-4.244,4.11081,0.335646,-4,4.24533,17.3279,-4.90007,-3.62912,14.8182,20.011,0.8,0,0.2,,,,,,False,loss_aversion_baseline,150,-2.63867,-1.60533,-3.75119,0.000213472,2.87294e-05,-0.43315,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,loss_aversion_mixed_frame,private,seal,second,3,0.1,1299,0.5,1,150,0,-4.488,2.6716,0.218135,-4,4.508,18.4,-4.89333,-4.08398,16.7427,20.0354,0.913333,0.00666667,0.08,,,,,,False,loss_aversion_baseline,150,-2.63867,-1.84933,-5.38205,1.53131e-07,2.23747e-11,-0.621466,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_raw,es_v12,gpt-4o,gpt-4o,private_second_price,private,seal,second,3,0.1,1299,0.5,1,150,0,-3.89867,4.84487,0.395582,-2,3.97867,16.2395,-4.68205,-3.17062,13.2979,19.3934,0.653333,0.0133333,0.333333,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,-0.956667,-2.19029,0.029572,0.619259,-0.249755,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt4o/private_second_price,
es_v12_csv,es_v12,gpt-4o,gpt-4o,risk_averse,private,seal,second,3,0.1,1299,0.5,1,150,0,-4.49067,2.44464,0.199604,-4,4.49067,18.3293,-4.87752,-4.10062,16.7372,19.9082,0.993333,0,0.00666667,,,,,,False,risk_neutrality,150,-2.60733,-1.88333,-6.15989,2.40972e-09,4.77388e-11,-0.711283,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,risk_neutrality,private,seal,second,3,0.1,1299,0.5,1,150,0,-2.60733,2.83644,0.231594,-2.5,2.70067,11.0231,-3.08805,-2.14855,9.19456,12.8303,0.653333,0.0266667,0.32,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,0.334667,1.12865,0.25986,0.46543,0.108346,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,risk_seeking,private,seal,second,3,0.1,1299,0.5,1,150,0,-0.450667,3.64065,0.297258,-0.1,2.56667,10.4762,-1.06133,0.1428,8.88163,12.2586,0.42,0.44,0.14,,,,,,False,risk_neutrality,150,-2.60733,2.15667,5.72324,2.67592e-08,1.5515e-09,0.660863,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_csv,es_v12,gpt-4o,gpt-4o,spsb,private,seal,second,3,0.1,1399,0.5,1,150,0,-3.282,4.89616,0.39977,-0.9,3.40733,13.9075,-4.09137,-2.55388,10.9114,17.1105,0.566667,0.02,0.413333,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],300,-2.942,-0.34,-0.771723,0.441126,0.0671426,-0.0882647,Engineering_simplicity/engineer_simplicity-main/results/all_experiments_combined_20260204_114522.csv,
es_v12_raw,es_v12,gpt-5,gpt-5,ascending_clock_closed,private,clock,second,3,0.5,1299,0.5,1,150,0,0.61,0.440675,0.035981,0.5,0.65,2.65306,0.536667,0.68,2.39456,2.89796,0.0133333,0.573333,0.413333,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],114,0,0.61,16.9534,1.3598e-36,1.83273e-40,1.83556,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt5/ascending_clock_closed/run_2026-07-09_13-10-06-321363/results/ascending_clock_apv_closed_results.csv,
es_v12_raw,es_v12,gpt-5,gpt-5,axis1_contingent_baseline,private,seal,second,3,0.1,1299,0.5,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,True,,,,,,,,,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt5/axis1_contingent_baseline/run_2026-07-09_14-04-06-492270/results/axis1_contingent_baseline_results.csv,
es_v12_raw,es_v12,gpt-5,gpt-5,axis2_forward_baseline,private,seal,second,3,0.1,1299,0.5,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],114,0,0,,,,,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt5/axis2_forward_baseline/run_2026-07-09_14-44-27-928625/results/axis2_forward_baseline_results.csv,
es_v12_raw,es_v12,gpt-5,gpt-5,axis2_forward_onestep,private,seal,second,3,0.1,1299,0.5,1,132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],114,0,0,,,,,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt5/axis2_forward_onestep/run_2026-07-09_15-26-38-501199/results/axis2_forward_onestep_results.csv,
es_v12_raw,es_v12,gpt-5,gpt-5,axis2_forward_tree,private,seal,second,3,0.1,1299,0.5,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],114,0,0,,,,,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt5/axis2_forward_tree/run_2026-07-09_15-50-34-282068/results/axis2_forward_tree_results.csv,
es_v12_raw,es_v12,gpt-5,gpt-5,axis3_beliefs_baseline,private,seal,second,3,0.1,1299,0.5,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,True,,,,,,,,,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt5/axis3_beliefs_baseline/run_2026-07-09_16-29-36-911181/results/axis3_beliefs_baseline_results.csv,
es_v12_raw,es_v12,gpt-5,gpt-5,axis3_beliefs_secondorder,private,seal,second,3,0.1,1299,0.5,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,False,axis3_beliefs_baseline,45,0,0,,,,,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt5/axis3_beliefs_secondorder/run_2026-07-09_19-40-22-283572/results/axis3_beliefs_secondorder_results.csv,
es_v12_raw,es_v12,gpt-5,gpt-5,intervention_menu,private,seal,second,3,0.1,1299,0.5,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],114,0,0,,,,,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt5/intervention_menu/run_2026-07-09_23-03-03-200687/results/intervention_menu_results.csv,
es_v12_raw,es_v12,gpt-5,gpt-5,intervention_proxy_breitmoser,private,seal,second,3,0.1,1299,0.5,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],114,0,0,,,,,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt5/intervention_proxy_breitmoser/run_2026-07-10_10-10-14-814047/raw_data,"run run_2026-07-10_10-10-14-814047: no results CSV, parsed 9 raw JSONs"
es_v12_raw,es_v12,gpt-5,gpt-5,spsb,private,seal,second,3,0.1,1399,0.5,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,False,POOLED[axis1_contingent_baseline+axis3_beliefs_baseline],114,0,0,,,,,Engineering_simplicity/engineer_simplicity-main/experiment_logs/gpt5/spsb/run_2026-07-10_10-59-34-848646/results/spsb_apv_results.csv,
